"bucket","prefix","depth","count_distinct_key","max_depth","avg_depth","max_size","min_size","avg_size","sum_size","count_distinct_suffix","distinct_suffix","count_distinct_storage_class","distinct_storage_class","is_intt","ratio_intt_coverage_count","ratio_intt_coverage_size","is_version","count_version","ratio_version_latest_count","ratio_version_latest_size","max_last_modified_date","max_days_since_last_modified","min_last_modified_date","min_days_since_last_modified","avg_days_since_last_modified","count_distinct_owner","distinct_owner"
"sample-bucket","InjectorSteeringrack/SteeringrackOxygensensor/ClutchClutch-HoodFascia",3,"4",4,"3","143312","64","18624","297984","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","8","2","0.00171821305841924399","2023-03-08 18:32:39","434","2023-01-15 12:09:06","486","454","0","{NULL}"
"sample-bucket","InjectorSteeringrack/SteeringrackOxygensensor/ClutchClutch-HoodFascia/JoistLandinggear",4,"2",4,"4","143312","2496","72904","145808","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-01-15 12:09:09","486","2023-01-15 12:09:06","486","486","0","{NULL}"
"sample-bucket","InjectorSteeringrack/SteeringrackOxygensensor/PlumbOrbit-TierodFuelpump",3,"2",4,"4","141872","4288","73080","146160","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-01-31 13:52:45","470","2023-01-31 13:52:31","470","470","0","{NULL}"
"sample-bucket","InjectorSteeringrack/SteeringrackOxygensensor/PlumbOrbit-TierodFuelpump/JoistLandinggear",4,"2",4,"4","141872","4288","73080","146160","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-01-31 13:52:45","470","2023-01-31 13:52:31","470","470","0","{NULL}"
"sample-bucket","InjectorSteeringrack/orbit",2,"1",2,"2","2752","2544","2677","8032","1","{enc}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","2","2","0.68326693227091633466","2022-08-17 06:41:31","637","2022-08-17 06:38:23","637","637","0","{NULL}"
"sample-bucket","ModuleGantry",1,"22",4,"2","145296","48","9986","11504256","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","888","40","0.50769384825928769318","2023-10-29 12:58:37","199","2021-12-14 14:08:21","883","539","0","{NULL}"
"sample-bucket","ModuleGantry/ElevatorLeafspring.FuelpumpZenith",2,"2",2,"2","3008","48","1394","30672","2","{enc,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","20","10","0.89775691184141888367","2023-03-08 18:32:45","434","2021-12-16 08:44:06","881","636","0","{NULL}"
"sample-bucket","ModuleGantry/ElevatorLeafspring.SuperchargerGirder",2,"2",2,"2","2960","48","474","6640","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.54216867469879518072","2023-03-08 18:32:49","434","2021-12-15 17:44:35","882","499","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor",2,"11",4,"3","145296","64","30183","5432928","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","114","10","0.49841853232731963317","2023-03-16 08:25:33","426","2021-12-19 11:46:49","878","566","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor/SuperchargerEmpennage-TierodBarricade",3,"11",4,"3","145296","64","30183","1810976","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","38","3","0.49841853232731963317","2023-03-16 08:25:33","426","2021-12-19 11:46:49","878","566","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor/SuperchargerEmpennage-TierodBarricade/JoistLandinggear",4,"2",4,"4","145296","4304","74808","299232","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.49994652978291091862","2021-12-20 14:52:48","877","2021-12-20 08:48:31","877","877","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor/SuperchargerEmpennage-TierodBarricade-WheelRebar",3,"7",4,"3","145296","64","31598","1200736","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","24","3","0.49748154465261306399","2023-03-16 08:25:33","426","2021-12-19 11:46:49","878","503","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor/SuperchargerEmpennage-TierodBarricade-WheelRebar/JoistLandinggear",4,"2",4,"4","141872","4336","73152","438912","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.66655730533683289589","2023-03-16 08:25:31","426","2023-02-26 17:15:44","444","433","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor/SuperchargerEmpennage-TierodBarricade-BalljointGearbox",3,"3",4,"4","145296","2784","50805","304832","2","{enc,jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2021-12-19 11:49:57","878","2021-12-19 11:46:49","878","878","0","{NULL}"
"sample-bucket","ModuleGantry/SteeringrackOxygensensor/SuperchargerEmpennage-TierodBarricade-BalljointGearbox/JoistLandinggear",4,"2",4,"4","145296","4336","74816","149632","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2021-12-19 11:49:57","878","2021-12-19 11:49:27","878","878","0","{NULL}"
"sample-bucket","ModuleGantry/GroutMasonry",2,"3",2,"2","3088","48","643","9648","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","4","0.37976782752902155887","2023-03-08 18:32:55","434","2023-02-06 15:50:31","464","441","0","{NULL}"
"sample-bucket","ModuleGantry/orbit",2,"2",2,"2","3088","48","488","6832","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.53629976580796252927","2023-03-08 18:32:55","434","2023-02-06 15:51:03","464","440","0","{NULL}"
"sample-bucket","ModuleGantry/WindshieldPayload.SuperchargerEmpennage-PlumbExtravehicular",2,"2",2,"2","2768","64","450","3152","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.10152284263959390863","2023-03-08 18:32:57","434","2021-12-14 14:09:36","883","499","0","{NULL}"
"sample-bucket","ModuleGantry/WindshieldPayload.MassdriverLintel-GearboxChisel",2,"2",2,"2","2752","48","386","3088","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","6","3","0.09326424870466321244","2023-10-29 12:58:37","199","2021-12-14 14:08:21","883","462","0","{NULL}"
"sample-bucket","KeystoneElevator",1,"27",4,"3","161920","48","20258","29779232","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","1092","40","0.64476504968294682684","2023-04-23 10:54:41","388","2020-11-25 15:10:46","1267","542","0","{NULL}"
"sample-bucket","KeystoneElevator/ElevatorLeafspring.FuelpumpZenith",2,"2",2,"2","2992","48","514","7200","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.56666666666666666667","2023-03-08 18:33:02","434","2021-01-17 18:01:49","1214","547","0","{NULL}"
"sample-bucket","KeystoneElevator/ElevatorLeafspring.OilfilterRudder",2,"2",2,"2","2992","80","520","7280","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.57142857142857142857","2023-03-08 18:33:05","434","2020-11-25 15:12:23","1267","554","0","{NULL}"
"sample-bucket","KeystoneElevator/ElevatorLeafspring.SuperchargerGirder",2,"2",2,"2","3168","48","1013","9120","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","7","3","0.64736842105263157895","2023-03-08 18:33:07","434","2020-11-25 15:10:46","1267","713","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor",2,"19",4,"3","161920","64","34434","21004480","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","420","22","0.64609454744892518168","2023-04-23 10:54:41","388","2021-01-17 08:16:23","1214","514","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ThrustCabinfilter",3,"7",4,"3","145296","64","33372","1201408","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","22","3","0.50788408267632644364","2023-04-23 10:54:41","388","2022-02-21 13:04:29","814","551","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ThrustCabinfilter-PayloadRadiator",3,"3",4,"4","141872","64","48789","292736","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-04-23 10:54:41","388","2023-04-23 10:54:37","388","388","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ThrustCabinfilter-PayloadRadiator/JoistLandinggear",4,"2",4,"4","141872","4432","73152","146304","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-04-23 10:54:39","388","2023-04-23 10:54:37","388","388","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ThrustCabinfilter/JoistLandinggear",4,"2",4,"4","145296","4304","74253","445520","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.67157478901059436164","2023-03-16 06:35:23","426","2022-02-21 13:04:29","814","685","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/CaissonPlumb",3,"4",4,"3","143312","64","35078","1192640","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","26","6","0.74971827206868795278","2023-03-16 06:35:35","426","2023-02-01 09:02:16","469","448","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/CaissonPlumb/JoistLandinggear",4,"2",4,"4","143312","2480","73418","587344","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","6","3","0.75087853115039908469","2023-03-16 06:35:33","426","2023-02-01 09:02:16","469","457","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ClutchClutch",3,"8",4,"3","161920","64","34747","1806848","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","36","4","0.66959478605837347691","2023-03-16 06:36:14","426","2021-01-17 08:16:23","1214","532","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ClutchClutch/JoistLandinggear",4,"2",4,"4","161920","4304","78136","312544","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.53184191665813453466","2023-03-16 06:36:06","426","2021-01-17 08:16:23","1214","820","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ClutchClutch-HoodFascia",3,"4",4,"3","143312","64","41775","1169696","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","20","5","0.74480890761360216672","2023-03-16 06:36:14","426","2023-01-12 09:38:34","489","451","0","{NULL}"
"sample-bucket","KeystoneElevator/SteeringrackOxygensensor/ClutchClutch-HoodFascia/JoistLandinggear",4,"2",4,"4","143312","2480","96456","578736","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.74717314976085814603","2023-03-16 06:36:12","426","2023-01-12 09:38:34","489","467","0","{NULL}"
"sample-bucket","KeystoneElevator/WindshieldPayload.GroutLandinggear-EasementChisel",2,"2",2,"2","2752","48","434","3040","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.07894736842105263158","2023-03-08 18:33:16","434","2021-06-21 13:48:13","1059","525","0","{NULL}"
"sample-bucket","PropellerDifferential",1,"3",2,"2","2960","48","600","19200","2","{enc,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","26","8","0.67666666666666666667","2023-12-11 09:43:04","156","2022-08-10 15:38:54","644","457","0","{NULL}"
"sample-bucket","PropellerDifferential/ElevatorLeafspring.GyroscopeBumper-CraneWindshield-GyroscopeExhaust",2,"2",2,"2","2960","48","637","9552","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","13","6","0.68006700167504187605","2023-03-08 18:33:18","434","2022-08-10 15:38:54","644","477","0","{NULL}"
"sample-bucket","PropellerDifferential/WindshieldPayload.GroutLandinggear-EasementChisel",2,"1",2,"2","48","48","48","48","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-12-11 09:43:04","156","2023-12-11 09:43:04","156","156","0","{NULL}"
"sample-bucket","TransponderAggregates",1,"41",4,"2","143312","32","10778","33108480","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2088","50","0.44105775922059846903","2023-11-27 09:23:09","170","2022-10-24 13:48:21","569","426","0","{NULL}"
"sample-bucket","TransponderAggregates/ExhaustBarricade",2,"1",2,"2","4464","4464","4464","4464","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-09-12 07:30:12","246","2023-09-12 07:30:12","246","246","0","{NULL}"
"sample-bucket","TransponderAggregates/FlapsMassdriver.ClinkerAlternator.WheelQuasar",2,"1",2,"2","96","48","75","224","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","2","2","0.57142857142857142857","2023-09-11 12:05:33","247","2023-09-11 08:18:03","247","247","0","{NULL}"
"sample-bucket","TransponderAggregates/LandinggearModule-PlumbCrankshaft-PenumbraAxle",2,"2",2,"2","2768","64","450","3152","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.10152284263959390863","2023-03-08 18:33:20","434","2022-10-24 15:18:52","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/SuspensionAltimeter.TransmissionGantry",2,"1",2,"2","2400","2400","2400","2400","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-09-11 07:59:13","247","2023-09-11 07:59:13","247","247","0","{NULL}"
"sample-bucket","TransponderAggregates/SuspensionAltimeter.ThrottleThruster",2,"2",2,"2","2976","64","503","7040","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.56136363636363636364","2023-03-08 18:33:23","434","2022-10-24 15:20:22","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor",2,"18",4,"3","143312","64","31819","13364160","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","240","13","0.44784857409668845629","2023-11-27 09:23:09","170","2022-10-24 14:16:44","569","413","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/NoseconeExcavator",3,"4",4,"3","141872","64","27988","895616","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","24","6","0.66675003572959839931","2023-03-16 10:56:30","426","2023-02-06 08:42:28","464","436","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/NoseconeExcavator/JoistLandinggear",4,"2",4,"4","141872","4288","73128","438768","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.66655726944535608796","2023-03-16 10:56:28","426","2023-02-06 08:42:28","464","439","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/GyroscopeBumper-RoverNacelle",3,"3",4,"4","141872","64","48789","292736","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-06-26 07:36:23","324","2023-06-26 07:36:18","324","324","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/GyroscopeBumper-RoverNacelle/JoistLandinggear",4,"2",4,"4","141872","4432","73152","146304","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-06-26 07:36:21","324","2023-06-26 07:36:18","324","324","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/ThrustCabinfilter-PayloadRadiator",3,"4",4,"4","141872","64","37308","298464","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-04-09 10:07:20","402","2023-04-09 10:07:16","402","402","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/ThrustCabinfilter-PayloadRadiator/JoistLandinggear",4,"2",4,"4","141872","4432","73152","146304","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-04-09 10:07:18","402","2023-04-09 10:07:16","402","402","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/ClutchClutch",3,"7",4,"3","143312","64","31211","1186016","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","24","3","0.50578744300245527885","2023-11-27 09:23:09","170","2022-10-24 14:16:44","569","411","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/ClutchClutch/JoistLandinggear",4,"2",4,"4","143312","4288","73368","440208","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.66764802093555773634","2023-03-16 10:56:45","426","2022-10-24 14:17:43","569","474","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/ClutchClutch-HoodFascia",3,"3",4,"4","139344","64","47947","287680","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-11-27 09:23:09","170","2023-11-27 09:23:05","170","170","0","{NULL}"
"sample-bucket","TransponderAggregates/SteeringrackOxygensensor/ClutchClutch-HoodFascia/JoistLandinggear",4,"2",4,"4","139344","4432","71888","143776","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-11-27 09:23:07","170","2023-11-27 09:23:05","170","170","0","{NULL}"
"sample-bucket","TransponderAggregates/AlternatorYoke-StarboardTransponder",2,"2",2,"2","2784","64","453","3168","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.10101010101010101010","2023-03-08 18:33:28","434","2022-10-24 15:24:08","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/orbit",2,"2",2,"2","2944","32","458","6416","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.53117206982543640898","2023-03-08 18:33:31","434","2022-10-24 14:26:55","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/TierodExhaust.AirbagMirror",2,"1",2,"2","112","80","96","192","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.41666666666666666667","2023-09-11 13:37:31","247","2023-09-11 13:36:51","247","247","0","{NULL}"
"sample-bucket","TransponderAggregates/WindshieldPayload.MassdriverLintel-GearboxChisel",2,"2",2,"2","2752","48","386","3088","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","6","3","0.09326424870466321244","2023-10-29 12:59:39","199","2022-10-24 13:48:21","569","423","0","{NULL}"
"sample-bucket","TransponderAggregates/WindshieldPayload.PilingTransponder-TrowelPiston-TireInjector",2,"1",2,"2","48","48","48","48","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-09-14 08:41:54","244","2023-09-14 08:41:54","244","244","0","{NULL}"
"sample-bucket","TransponderAggregates/WindshieldPayload.GroutLandinggear-EasementChisel",2,"2",2,"2","2752","48","434","3040","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.07894736842105263158","2023-03-08 18:33:34","434","2022-10-24 13:55:34","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/WindshieldPayload.ChiselHood-GravityExtravehicular",2,"2",2,"2","2752","48","434","3040","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.07894736842105263158","2023-03-08 18:33:36","434","2022-10-24 13:49:11","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/TransponderStabilizer-ParachuteQuasar",2,"2",2,"2","2832","128","514","3600","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.17777777777777777778","2023-03-08 18:33:38","434","2022-10-24 15:25:54","569","455","0","{NULL}"
"sample-bucket","TransponderAggregates/RoverNacelle-RadarDashboard",2,"2",2,"2","2848","64","462","3232","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.09900990099009900990","2023-03-08 18:33:39","434","2022-12-14 09:59:33","518","447","0","{NULL}"
"sample-bucket","TransponderThruster",1,"3",2,"2","2832","16","504","6048","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","6","2","0.04232804232804232804","2023-12-25 07:19:36","142","2023-03-15 09:19:25","427","237","0","{NULL}"
"sample-bucket","TransponderThruster/ElevatorLeafspring.CapstoneHood-InterstellarCoilspring",2,"1",2,"2","64","16","36","144","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","3","3","0.88888888888888888889","2023-12-25 07:19:36","142","2023-12-24 11:33:03","143","143","0","{NULL}"
"sample-bucket","TransponderThruster/WindshieldPayload.CapstoneHood-InterstellarCoilspring",2,"2",2,"2","2832","48","1440","2880","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-03-15 09:19:25","427","2023-03-15 09:19:25","427","427","0","{NULL}"
"sample-bucket","SatelliteRadar",1,"15",4,"3","139344","48","25056","6915456","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","96","6","0.25040257648953301127","2023-12-10 08:03:55","157","2023-09-26 07:39:35","232","183","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor",2,"9",4,"4","139344","64","47952","3452544","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","18","2","0.25000000000000000000","2023-12-10 08:03:55","157","2023-11-09 12:18:09","188","167","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor/GyroscopeBumper-RoverNacelle",3,"3",4,"4","139344","64","47952","575424","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","6","2","0.50000000000000000000","2023-12-10 08:03:55","157","2023-11-09 12:18:09","188","173","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor/GyroscopeBumper-RoverNacelle/JoistLandinggear",4,"2",4,"4","139344","4448","71896","287584","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.50000000000000000000","2023-12-10 08:03:53","157","2023-11-09 12:18:09","188","173","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor/MirrorCoilspring-YokeGearbox",3,"3",4,"4","139344","64","47952","287712","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-12-05 09:43:00","162","2023-12-05 09:42:56","162","162","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor/MirrorCoilspring-YokeGearbox/JoistLandinggear",4,"2",4,"4","139344","4448","71896","143792","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-12-05 09:42:58","162","2023-12-05 09:42:56","162","162","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor/PlumbOrbit-TierodFuelpump",3,"3",4,"4","139344","64","47952","287712","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-12-05 10:13:49","162","2023-12-05 10:13:44","162","162","0","{NULL}"
"sample-bucket","SatelliteRadar/SteeringrackOxygensensor/PlumbOrbit-TierodFuelpump/JoistLandinggear",4,"2",4,"4","139344","4448","71896","143792","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-12-05 10:13:47","162","2023-12-05 10:13:44","162","162","0","{NULL}"
